Date,AAPL,AMD,AMZN,ASML,BND,COST,CRWD,DFAC,DFAS,DFAT,DFSV,DFUS,DHR,EIX,ESS,EXR,FTNT,GOOGL,GS,JPM,LOW,MSFT,NVDA,PGR,SNPS,TGT,TSCO,TSM,VEA,VGK,VNO,VNQ,VOO,VSS,VWOB,WMT,SP50
2017-08-11,0.01390713313131653,0.009075879349496496,0.011568388608943936,0.006725582470334279,0.000853080488640412,6.37218173755727e-05,,,,,,,0.006684354104005807,-0.0017571530086142317,-0.012913083967400096,0.0010495356935062983,0.010246452574577347,0.007037771280735239,-0.005986798749039068,-0.008352430648112086,0.003246228913060145,0.015263931254478447,-0.053295921775538546,-0.01006056812908862,0.008195573095598707,0.00017958053259770068,0.005640240874090319,0.02263728066242021,-0.00023901232460765698,-0.0017860798366443609,-0.011873641912481525,-0.006173762084692447,0.001339781423996378,0.0010925225096489743,0.0006237359918150887,-0.003223233740150988,0.0012755699762128092
2017-08-14,0.01504972009507366,0.04333611663803816,0.015816260219888134,0.00939191659223404,-0.0007303775657386824,0.008043423651507453,,,,,,,0.009771747294247124,0.012447806590088595,0.01667084882883141,0.007338574248578977,0.015624978555072389,0.00950440312902856,0.01432073325240757,0.011704259564542463,0.005953815958180453,0.01503433414674693,0.0797638119894839,0.01143337788581622,0.013242456807191827,0.013810573984333052,0.010095186291507963,-0.002490396955223906,0.006936078128281453,0.00805149895680568,0.01584546341566284,0.016686925469085567,0.009811372510692973,0.004638133587050675,0.0032421662806860763,0.0037312299289700146,0.010043754544535322
2017-08-15,0.010947519015636509,0.020376193120540398,-0.0005695083374003262,-0.0009828506217213206,-0.0017058471223082572,-0.006522621457574096,,,,,,,-0.0004964174224201257,-0.007451044886048863,0.006148637620290387,-0.0035128378115832914,-0.006477713879166291,-0.0009052760750752897,0.0010116530280741554,0.0025948122197632095,-0.044003861475203965,0.00027328340884147373,-0.008432110042398744,-0.003768044485446098,0.0122930200911342,-0.025810927318172472,-0.026651723413883888,0.010263456302681107,-0.0009501103915806608,-0.0015973262861772586,-0.008839225436644615,-0.0029950613947354876,8.831294868172357e-05,-0.0026250673760989107,-0.0006212142166330814,0.0008673873512055064,-0.0004988078808476626
2017-08-16,-0.0040222111057917065,-0.029953942366430675,-0.004640100861969199,0.007936548812119026,0.0014642149484045408,0.021614065666174076,,,,,,,0.012413303148934851,-0.0018771249643939614,-0.008978416546215229,-0.009529548350158956,0.010323310749957626,0.006598619571453357,-0.008699788801470487,-0.006901748946855357,0.014131763568394407,0.005872604831268946,-0.010959522094940222,0.02353413060007825,0.010993134910568969,0.036062546207794144,0.02167705291453159,-0.0021964079718954643,0.006181695753663785,0.006044442085381352,-0.0045897417569887855,0.00396542828427493,0.0015897872994805606,0.008349762117110249,0.0009952483502155829,0.002599906927233331,0.0014201029158569245
2017-08-17,-0.01919874215344286,-0.022961200255370295,-0.018002837643680936,-0.019652708539483976,0.0018277247198368318,-0.0074488063574620345,,,,,,,-0.00796975005510936,-0.00952710654058675,-0.00034230180718608505,0.004217467110024575,-0.018015635616926762,-0.017590340458098153,-0.01857192734836388,-0.015636880659036567,-0.01632362515215957,-0.016972058775481136,-0.02228292097732154,-0.0041057988674646495,-0.029460036787786525,-0.0033741411256373866,0.02731010157725322,-0.015134932288059622,-0.011342158758076759,-0.012016491001238916,-0.007905413065246836,-0.006223669788173458,-0.015563656995406405,-0.009000944028393576,0.0007453683389515575,-0.015806251842628405,-0.015436952160958639
2017-08-18,-0.002280475580649921,0.002431096645075792,-0.0021861924295710766,0.01068704547427246,-0.0004861175025389075,-0.009396364344878894,,,,,,,-0.0004941293781103306,-0.0008860335632967509,-0.007044607859323371,-0.019031489810865998,0.003559696500717635,-0.0015954404238827102,0.0032969019249451392,0.0009926115713252415,-0.006475878023057935,0.0012429722603550797,0.00018615081866713012,0.002473524125497173,0.005992692439693581,-0.008374849603454138,-0.004005740081738263,0.0019559380360194556,0.002868043400692022,0.0008943179205307406,-0.01845948027358546,-0.01011681283275745,-0.0018362925474563196,0.005449554870920581,0.0018621513216054986,-0.00489329594190302,-0.0018353673110713675
2017-08-21,-0.0018410246856553902,-0.025869013563839305,-0.005404423101813327,-0.004400263243283131,0.00048635392769558194,-6.36533391229488e-05,,,,,,,0.002596837940083363,0.010640884702597608,0.013192030065933391,0.010436494037315391,0.00763986811451689,-0.005733207925845529,-0.006121892703392806,-0.0012120642493854694,0.00285136672623465,-0.004690092015755987,-0.014551361136936669,0.0012339883754959313,0.009453453975643678,0.0163520461374973,0.001096983470526336,0.0033463955187071903,0.00023832010432189854,0.0005362720032024981,-0.0004060449580162162,0.010706693485638352,0.001211380964571518,0.0012646682884072113,0.0009921442544900128,0.005043382146744602,0.001162651069903653
2017-08-22,0.01634728077118952,0.009958496569265618,0.014276873008747692,0.018338909991344243,-0.0012156627459934954,0.01037730079534227,,,,,,,0.017760120137881197,0.004010928523920709,0.0038984485137396607,0.0039726407393403385,0.01597617492808867,0.021208237562351684,0.01263642025656031,0.010261545973326625,0.026675903942111168,0.013998677594479592,0.02226282828521775,0.004107762445030527,0.011417567985786858,-0.00035370259621647637,0.025748519169551676,0.015008039967282283,0.005003740228993747,0.005179390598233136,-0.006767620376077588,-0.002888984259272087,0.010128294520947767,0.00279694575910705,-0.001238685515524085,0.003889025714714389,0.00994077978775465
2017-08-23,0.0012521651771295605,0.02547242925217663,-0.009204668188810716,-0.006283719506852803,0.00292257724700562,0.00422216816677401,,,,,,,-0.00848295156628287,0.002871487628230751,0.007276751148134641,0.024267705040386778,-0.01119404431420945,0.002318187124772164,-0.003757090504795335,0.0012014009270118198,-0.037061533010511405,-0.006014081178412178,0.019993924450936174,-0.001227425552309258,-0.0039319834220332694,-0.0014148560951396938,0.01548878927996089,0.0016429297845366175,0.00047383995079175456,0.0003556949217757843,0.009266851183875824,0.010261756029074531,-0.0034161403363384135,0.001439606543572225,0.0024791434976996207,-0.000749748260848615,-0.0034535927149730306
2017-08-24,-0.004438501652692439,0.0016026008411285098,-0.005793322416450586,0.0003258252498585801,-0.0014569250934429734,-0.05044878700235045,,,,,,,-0.00012227773349204885,-0.001618236113329563,-0.002807129146924048,-0.0016738296816423137,0.003504046175316189,-0.00603662526908022,0.0011224013384243392,-0.0016364563574392532,-0.005478687780172464,-0.0004127978704309143,-0.0036791298181068077,-0.011673304324832712,0.0002547341496483835,-0.03985120153010635,0.011395329747286631,0.006834640436899964,-0.0011846144973661765,-0.001776484498269948,-0.0008100407857557501,-0.003107165831796599,-0.002314981352075307,-8.98607299459897e-05,0.0014840197317564918,-0.020260268295797856,-0.0020744620703185834
