Date,AAPL,AMD,AMZN,ASML,BND,COST,CRWD,DFAC,DFAS,DFAT,DFSV,DFUS,DHR,EIX,ESS,EXR,FTNT,GOOGL,GS,JPM,LOW,MSFT,NVDA,PGR,SNPS,TGT,TSCO,TSM,VEA,VGK,VNO,VNQ,VOO,VSS,VWOB,WMT,SP50
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-11,0.013811316291738455,0.009034941070659344,0.01150198642164356,0.006703066638892948,0.0008527168222901112,6.37197872268106e-05,,,,,,,0.006662112866305155,-0.0017586986128028097,-0.012997182602479314,0.00104898531598057,0.010194313537048885,0.007013121752688162,-0.006004791477173459,-0.0083875076523659,0.003240971287214111,0.015148609484193316,-0.05476871802466838,-0.010111517653441938,0.008162171757724138,0.0001795644099440376,0.005624394273372266,0.0223848597393251,-0.00023904089260547387,-0.0017876767790301492,-0.01194469661072424,-0.006192898557172929,0.001338884717701934,0.0010919261412563352,0.0006235415493709784,-0.0032284395473883626,0.0012747571279871366
2017-08-14,0.014937596609352783,0.042423383584583765,0.01569248656136944,0.009348086760628255,-0.000730644421377776,0.0080112477406552,,,,,,,0.00972431253497908,0.012370969623033298,0.01653341554487898,0.007311777930563954,0.015504165420959382,0.009459520454188557,0.014219160137767006,0.011636294524830176,0.005936162033438,0.014922438667202676,0.07674232461708444,0.01136851078601711,0.013155541946082348,0.013716077051367254,0.010044570265473354,-0.002493503151901393,0.006912134192626196,0.008019258579041542,0.015721234650125537,0.016549228443580533,0.0097635535209651,0.004627410589145765,0.0032369217922020234,0.003724286157756586,0.009993651246049404
2017-08-15,0.010888028716322577,0.020171376084831095,-0.0005696705688712181,-0.000983333936103475,-0.0017073037362534322,-0.006543986708551554,,,,,,,-0.0004965406783413791,-0.007478942585392006,0.0061298118770354475,-0.0035190223140123132,-0.006498785313489354,-0.0009056860849280915,0.001011141652010585,0.0025914515068924766,-0.045001405138897506,0.0002732460737325887,-0.008467861397044023,-0.003775161448716125,0.012218074499651364,-0.026149874381874202,-0.027013319848801533,0.010211144662726076,-0.0009505620325539385,-0.0015986033719391308,-0.008878523135336555,-0.0029995555669055955,8.830904932284537e-05,-0.0026285189071209728,-0.0006214072501321308,0.0008670113881849959,-0.00049893232688349
2017-08-16,-0.004030321953214147,-0.030411726515484384,-0.004650899547582916,0.007905220060868337,0.0014631440309384291,0.021383793912920175,,,,,,,0.012336889812826927,-0.0018788889713132139,-0.00901896542031243,-0.009575245040308055,0.010270389282427642,0.006576943981726791,-0.008737852891225322,-0.006925676172809472,0.014032841074485016,0.005855428302022195,-0.011020020082640088,0.023261472510037896,0.010933149620194432,0.035427514802374015,0.02144544665325139,-0.0021988236136897426,0.006162667450325888,0.006026247725013411,-0.004600306961789482,0.003957586696868514,0.0015885249254121703,0.008315095690669847,0.0009947534189354184,0.002596533015856653,0.0014190955233323716
2017-08-17,-0.019385431331031693,-0.0232289145808895,-0.01816686028936246,-0.01984839105359814,0.001826056463444073,-0.007476687254759713,,,,,,,-0.008001678266134541,-0.009572779740552526,-0.0003423604058223474,0.004208598522186853,-0.0181798929712607,-0.017746889042014557,-0.018746551036402402,-0.015760426281899078,-0.01645832337494487,-0.017117734798938394,-0.022534936051254954,-0.004114250802196945,-0.029902699258765826,-0.003379846376969037,0.026943834324465708,-0.015250634288113935,-0.011406971585006708,-0.012089272670371003,-0.007936826510146999,-0.0062431175539601255,-0.01568604220666504,-0.009041697254412652,0.000745090689929829,-0.015932502777941587,-0.015557342487191416
2017-08-18,-0.0022830798251175038,0.0024281463103586875,-0.0021885856368846377,0.01063034263657245,-0.00048623569595752323,-0.009440788680160624,,,,,,,-0.0004942515002625723,-0.0008864263230504158,-0.007069538261533991,-0.019214919637246586,0.0035533757765942226,-0.001596714494271714,0.0032914790596282567,0.0009921192582163358,-0.006496937489401427,0.0012422004098613696,0.0001861334947533587,0.0024704699999628416,0.005974807674716927,-0.008410115693226614,-0.004013784548421105,0.001954027679839024,0.002863938411203529,0.0008939182565259537,-0.01863198264713929,-0.010168335575555874,-0.0018379805994376257,0.005434759773565618,0.0018604196672349397,-0.004905307313975878,-0.0018370536613519935
2017-08-21,-0.0018427214544506248,-0.026209501387624314,-0.005419079827628361,-0.004409972895407559,0.0004862356959575163,-6.365536508271273e-05,,,,,,,0.002593471982411605,0.010584668927726169,0.013105773012918705,0.010382409807784477,0.007610832115808779,-0.005749705849978154,-0.00614070831928734,-0.0012127993933456357,0.0028473092911246627,-0.00470112500799673,-0.014658270578477347,0.001233227637603999,0.009409049709376912,0.016219791242135934,0.0010963822238239892,0.0033408087973401256,0.00023829171059694396,0.0005361282607595247,-0.0004061274165921962,0.010649782700116546,0.0012106478346575402,0.0012638692690593652,0.0009916524046762487,0.005030706894569259,0.0011619757145661966
2017-08-22,0.0162151025346181,0.009909237503170335,0.014175918202026435,0.018172780200366813,-0.0012164022633460458,0.010323826238985203,,,,,,,0.017604251989814867,0.004002906194281215,0.003890869255179261,0.0039647706386212065,0.015849899007409084,0.020986472904117974,0.012557246978332055,0.010209253738978701,0.026326305623109707,0.013901601020684995,0.022018629252320586,0.004099348622331272,0.0113528794810394,-0.00035376516373372533,0.025422608682817708,0.014896533612410317,0.004991263125003161,0.005166023689842001,-0.006790624566686968,-0.00289316542912823,0.010077347064433688,0.0027930415844662423,-0.0012394533205387283,0.003881483003749476,0.009891695260625078
2017-08-23,0.0012513818721307955,0.02515341299304597,-0.009247292912963967,-0.0063035451685074,0.002918314820950051,0.004213279824693408,,,,,,,-0.008519136582398926,0.0028673727829008006,0.007250403334943256,0.023977923153767136,-0.011257169151835077,0.0023155042744321887,-0.0037641660973134665,0.0012006798224174734,-0.03776576643270196,-0.006032238601369195,0.01979667085778936,-0.0012281794560227521,-0.003939733992262363,-0.0014158579491223156,0.015370062371221543,0.0016415816517878054,0.0004737277240925343,0.00035563167733380257,0.009224177350563856,0.01020946166110234,-0.0034219886666805766,0.0014385713035118838,0.0024760754910980753,-0.0007500294626384249,-0.0034595701326390073
