Date,AAPL,AMD,AMZN,BND,CRWD,DFAC,DFAS,DFUS,ESS,GS,JPM,LOW,MSFT,VEA,VGK,VOO,VWOB,SP50
2021-07-19,-0.026914409149337182,0.008033559742805174,-0.006727030092302577,0.00567639247703533,0.0017602303200481284,-0.016603822453595263,-0.017780235572398495,-0.015692190218343893,-0.017116991078185873,-0.027631580860415283,-0.032519229038676656,-0.01651886264485347,-0.013321490547232084,-0.019580887902258648,-0.020341105132925308,-0.014951779846477664,-0.00012524177377737367,-0.015869512427409305
2021-07-20,0.0259739518230353,0.0061214918929093365,0.0066486136498793424,-0.0010367215510087568,0.007348289303235278,0.018994740243201136,0.026513098275636304,0.01742686739177901,0.02485211251457886,0.028304023429745584,0.018643394842586147,0.010463338443714276,0.008339048674716354,0.008987415915153507,0.00595417274634058,0.014129277536408358,0.002755664147368053,0.015162609437855634
2021-07-21,-0.005131633023137905,0.026403432850906183,0.003361110852517335,-0.003228743192547179,0.0051934567478006954,0.01110894023555331,0.016601312334908247,0.008648750933882843,-0.000604660435952753,0.02396093293797308,0.02104057225592837,0.005254823577563794,0.007446501265720107,0.014449688924720094,0.019122827805770237,0.008404916297785947,-0.0033724592671300346,0.008241819990835397
2021-07-22,0.009628697254042917,0.020131924266166834,0.014735635895966048,0.0021980426497905103,0.03742853630030063,-0.0026070153722148603,-0.014490458015003704,0.0016980046622629974,-0.009136864284866597,-0.0021151217295533042,-0.012625890560624686,0.008404561839440605,0.016844535945411465,0.001365884251224525,0.0016381603782382737,0.002127420178736239,0.0021304124357914844,0.0020166699583279435
2021-07-23,0.011988983520021756,0.010305914382650938,0.005115384934792466,-0.0011544363248698897,0.022506017023434133,0.00746822907177469,0.008178535093900097,0.010360147630122496,0.013434656665683553,0.0035953174317897574,-0.0019213769275251424,0.020684110962839952,0.012336491728111021,0.00604046737084829,0.008623103487612305,0.009990577071988582,0.0007504168982768178,0.010145452020822843
2021-07-26,0.002894619707482393,-0.003581137553882896,0.01180863619816197,-0.0005777500319895656,-0.015355461830843686,0.002965161554070894,0.005731416174113768,0.0017813931219352597,-0.002380097004421877,0.004945765483886699,0.006704685444897995,-0.015435154607326473,-0.0021404080944218418,0.0011621301954263252,0.0038326867434348433,0.0025470300586756256,-0.002624291308436111,0.0023821998626283314
2021-07-27,-0.014900284187208235,-0.008603800023448183,-0.019846876786293155,0.0025440388683231063,-0.026394255140241074,-0.004434628750693226,-0.00838160573527802,-0.005996607174372892,0.0020535943914818944,-0.0028198077759929996,-0.0013188212968682222,-0.021391895417330886,-0.008683457736265776,-0.0036757435588973264,-0.0022026290712817698,-0.004439945611811713,-0.0037589371470464483,-0.0047124448070912095
2021-07-28,-0.012196157329540824,0.07579920486001579,0.0010837371680696428,0.0009225693344470098,0.022261830266445237,0.0018560045721578433,0.010927985085360747,0.002454796925254632,-0.001989095835032373,-0.0016273852176124093,0.001650729511766924,-0.005787705987724601,-0.0011167905666039646,0.00446598807945886,0.005150813163806056,-0.0005450034383925884,0.004276129540262019,-0.0001862618826539153
2021-07-29,0.004552453560665581,0.05126107043217365,-0.008373940689987869,-0.0017284366446551624,-0.01346835106540023,0.007780763724640316,0.010844925237668779,0.004586070955049593,-0.0016307889314284285,0.008871584742504934,0.008569564523761786,0.006393274761190337,0.0009782977211176824,0.007539129384591892,0.007759972602304099,0.004313362513248764,0.0008766924164416157,0.004206152980007483
2021-07-30,0.0015105724264474762,0.03147164244009604,-0.07564890713277761,0.0015005780738341912,-0.024689451982785826,-0.004044235674764973,-0.0022495783233457134,-0.005577418892173558,-0.007561986179147939,-0.007071845447725655,-0.007973897750940817,-0.0048032174744852,-0.0055498311586292814,-0.006523391685111957,-0.0046491975896307824,-0.0048873156376447735,0.0018769810715892898,-0.0054060480514769305
